"Datum";"Kärnten"
"2022-09-19";"2.9395754907158995"
"2022-09-11";"2.93781103964104"
"2022-09-10";"2.93781103964104"
"2022-09-09";"2.93781103964104"
"2022-09-08";"2.93781103964104"
"2022-09-07";"2.9360465885661804"
"2022-09-06";"2.9360465885661804"
"2022-09-05";"2.9360465885661804"
"2022-09-04";"2.9360465885661804"
"2022-09-03";"2.9360465885661804"
"2022-09-02";"2.9360465885661804"
"2022-09-01";"2.9360465885661804"
"2022-08-31";"2.934282137491321"
"2022-08-30";"2.934282137491321"
"2022-08-29";"2.9325176864164617"
"2022-08-28";"2.9289887842667426"
"2022-08-27";"2.9289887842667426"
"2022-08-26";"2.9289887842667426"
"2022-08-25";"2.9289887842667426"
"2022-08-24";"2.9289887842667426"
"2022-08-23";"2.9289887842667426"
"2022-08-22";"2.9289887842667426"
"2022-08-21";"2.9289887842667426"
"2022-08-20";"2.9289887842667426"
"2022-08-19";"2.9289887842667426"
"2022-08-18";"2.9289887842667426"
"2022-08-17";"2.9289887842667426"
"2022-08-16";"2.9254598821170235"
"2022-08-15";"2.923695431042164"
"2022-08-14";"2.923695431042164"
"2022-08-13";"2.923695431042164"
"2022-08-12";"2.923695431042164"
"2022-08-11";"2.9219309799673048"
"2022-08-10";"2.920166528892445"
"2022-08-09";"2.9184020778175856"
"2022-08-08";"2.9166376267427263"
"2022-08-07";"2.9166376267427263"
"2022-08-06";"2.9148731756678665"
"2022-08-05";"2.9148731756678665"
"2022-08-04";"2.9148731756678665"
"2022-08-03";"2.9148731756678665"
"2022-08-02";"2.9148731756678665"
"2022-08-01";"2.9148731756678665"
"2022-07-31";"2.913108724593007"
"2022-07-30";"2.911344273518148"
"2022-07-29";"2.911344273518148"
"2022-07-28";"2.9078153713684287"
"2022-07-27";"2.9078153713684287"
"2022-07-26";"2.9060509202935694"
"2022-07-25";"2.9042864692187096"
"2022-07-24";"2.900757567068991"
"2022-07-23";"2.900757567068991"
"2022-07-22";"2.898993115994131"
"2022-07-21";"2.898993115994131"
"2022-07-20";"2.898993115994131"
"2022-07-19";"2.898993115994131"
"2022-07-18";"2.898993115994131"
"2022-07-17";"2.897228664919272"
"2022-07-16";"2.897228664919272"
"2022-07-15";"2.8954642138444124"
"2022-07-14";"2.8936997627695527"
"2022-07-13";"2.8936997627695527"
"2022-07-12";"2.8919353116946933"
"2022-07-11";"2.8919353116946933"
"2022-07-10";"2.888406409544974"
"2022-07-09";"2.8848775073952555"
"2022-07-08";"2.8848775073952555"
"2022-07-07";"2.8813486052455364"
"2022-07-06";"2.8813486052455364"
"2022-07-05";"2.879584154170677"
